"genes","ERR2984230","ERR2984231","ERR2984232","ERR2984233","ERR2984242","ERR2984243","ERR2984244","ERR2984245"
"RNLS|RNLS",28,23,53,12,41,32,20,37
"ECHS1|ECHS1",5514,6778,5326,7306,10078,5733,4361,3717
"SPRN|SPRN",53,32,42,25,106,79,40,34
"LOC107052116|LOC107052116",157,154,114,155,235,115,117,156
"PTEN|PTEN",5208,5118,6230,4112,14379,6129,6577,5008
"ATAD1|ATAD1",1143,707,1129,823,2140,853,913,857
"PAPSS2|PAPSS2",6741,4394,5637,3168,13570,4450,3796,3560
"SGMS1|SGMS1",1849,856,966,761,3019,1368,1477,1277
"MINPP1|MINPP1",96,45,144,24,377,106,138,124
"ASAH2|ASAH2",173,208,107,156,273,91,196,92
"A1CF|A1CF",9751,6460,8622,5518,21870,10158,9685,11360
"PRKG1|PRKG1",933,838,722,434,2107,1127,1646,1821
"LOC112532614|LOC112532614",9,6,9,10,27,24,9,19
"HERC4|HERC4",1293,848,952,610,2921,1014,1494,1588
"MYPN|MYPN",22,32,8,28,68,21,43,21
"RUFY2|RUFY2",90,71,65,65,156,98,94,80
"PBLD|PBLD",2080,780,1426,796,2853,903,933,1150
"HNRNPH3|HNRNPH3",4428,3454,4177,3218,8228,3034,2923,3157
"DDX21|DDX21",876,596,1031,467,1566,440,501,504
"TET1|TET1",510,243,263,190,533,222,214,194
"LOC107052122|LOC107052122",196,320,168,242,834,332,379,443
"LOC107052121|LOC107052121",11,13,0,14,21,18,36,9
"CCAR1|CCAR1",1702,1154,1627,1118,2989,1188,1563,1553
"SRGN|SRGN",141,202,232,195,237,327,237,173
"LOC423693|LOC423693",1261,1517,2041,1336,2263,863,863,736
"KIF1BP|KIF1BP",511,390,451,399,1218,490,436,435
"VPS26A|VPS26A",1383,961,1172,890,1970,1047,791,858
"SUPV3L1|SUPV3L1",710,511,718,528,954,284,404,327
"TSPAN15|TSPAN15",13,11,14,4,13,27,5,3
"COL13A1|COL13A1",273,191,217,150,480,216,146,274
"MCU|MCU",288,158,379,179,621,233,228,276
"NUDT13|NUDT13",110,79,59,39,170,115,108,108
"P4HA1|P4HA1",973,549,1051,298,1759,1023,1505,1281
"LOC107053648|LOC107053648",34,14,9,349,98,11,35,46
"PLA2G12B|PLA2G12B",2593,2067,2705,1670,5418,2218,3458,2523
"OIT3|OIT3",3039,1332,1942,1192,8751,3105,1862,2573
"MICU1|MICU1",368,336,469,341,693,251,369,377
"DNAJB12|DNAJB12",1272,1165,1281,962,2358,927,912,974
"SPOCK2|SPOCK2",82,46,83,55,151,80,76,61
"TYSND1|TYSND1",256,240,409,199,631,414,225,120
"ASCC1|ASCC1",398,305,413,250,450,214,230,296
"SAR1A|SAR1A",1643,1364,1965,1431,2603,1259,1117,1028
"EIF4EBP2|EIF4EBP2",485,495,620,525,1152,567,475,344
"PPA1|PPA1",3099,3758,4565,4186,6381,2241,1280,1284
"PCBD1|PCBD1",6118,5653,6946,5698,12218,6144,5691,4523
"UNC5B|UNC5B",399,237,259,40,634,252,468,453
"MTTPL|MTTPL",42107,20359,33757,19387,70869,26898,36912,26367
"SGPL1|SGPL1",5135,3554,3695,2833,10066,4290,4987,4896
"CHST3|CHST3",39,18,20,18,50,31,23,14
"H2AFY2|H2AFY2",51,44,55,40,91,40,48,39
"AIFM2|AIFM2",262,231,384,245,861,339,277,235
"LOC112532619|LOC112532619",19,8,5,0,16,17,5,17
"CDH23|CDH23",64,24,22,19,94,39,28,43
"LOC423719|LOC423719",12,19,0,6,34,13,13,22
"PSAP|PSAP",37310,17962,27530,18277,77145,32473,38059,35644
"C6H10orf54|C6H10orf54",105,47,80,43,207,76,72,57
"ZMIZ1|ZMIZ1",1093,862,970,695,2402,1282,2578,1119
"POLR3A|POLR3A",285,122,226,34,563,199,237,217
"DLG5|DLG5",390,219,317,152,661,316,281,300
"RPS24|RPS24",10648,14094,13070,15120,19781,14303,15970,14115
"KCNMA1|KCNMA1",894,254,473,223,1335,743,531,668
"C6H10orf11|C6H10orf11",37,9,13,6,45,12,12,6
"ZNF503|ZNF503",47,18,49,34,129,50,28,35
"LOC101750459|LOC101750459",38,35,74,15,77,26,25,69
"COMTD1|COMTD1",617,553,579,554,1049,410,497,677
"VCL|VCL",773,401,641,345,1364,563,612,642
"PLAU|PLAU",377,187,258,354,845,457,418,452
"CAMK2G|CAMK2G",256,97,206,112,348,213,180,228
"FUT11|FUT11",42,38,26,23,60,52,70,35
"NTL|NTL",121,159,94,76,305,100,141,128
"NDST2|NDST2",2103,1720,1844,1094,5762,2115,2472,2491
"LOC107053656|LOC107053656",143,73,68,37,417,107,154,212
"LOC112532649|LOC112532649",31,40,15,20,41,26,21,33
"ADK|ADK",14431,11145,15464,11532,33806,14056,12397,11750
"VDAC2|VDAC2",8355,6735,9777,6918,15558,6244,5485,5686
"DUSP13L|DUSP13L",27,5,0,9,9,5,19,28
"DUSP13|DUSP13",347,46,345,495,38,24,344,361
"AP3M1|AP3M1",2389,1750,2555,1541,4618,1904,1868,1856
"USP54|USP54",396,278,419,128,625,313,312,249
"SEC24C|SEC24C",6617,3814,7138,3321,13825,3748,4173,4596
"PPP3CB|PPP3CB",664,615,594,475,1328,544,517,613
"LOC107053677|LOC107053677",78,80,64,89,198,115,192,108
"EIF3F|EIF3F",2140,2066,2358,2315,5705,2578,2756,1850
"HELLS|HELLS",239,199,297,254,474,339,276,206
"LOC423752|LOC423752",253,157,228,96,606,208,118,213
"SORBS1|SORBS1",3014,1636,2132,1357,5503,1917,3556,2515
"PDLIM1|PDLIM1",306,312,381,176,498,232,298,217
"TLL2|TLL2",190,58,60,38,230,57,84,73
"TM9SF3|TM9SF3",5452,3173,5785,2734,11231,5036,4308,5053
"PITX3|PITX3",26,18,21,8,59,28,33,27
"PIK3AP1|PIK3AP1",1079,407,803,472,2124,1051,821,972
"LOC107053675|LOC107053675",57,20,38,47,87,57,55,35
"NOLC1|NOLC1",1148,933,1880,760,2149,782,770,690
"FBXL15|FBXL15",437,322,349,210,712,352,306,347
"CUEDC2|CUEDC2",88,46,76,38,107,56,87,42
"LOC107053673|LOC107053673",39,54,8,26,110,27,65,42
"GBF1|GBF1",2687,1029,2498,995,6254,1841,2651,2254
"PSD|PSD",29,36,38,31,53,49,8,16
"NFKB2|NFKB2",432,284,320,206,732,283,263,261
"LOC101749795|LOC101749795",12,13,11,6,14,10,16,17
"RP11-400G3.5|RP11-400G3.5",35149,17951,26262,34288,90434,45552,23596,18024
"CYP2C45|CYP2C45",27791,14174,20577,27333,67383,34904,17822,13659
"HIF1AN|HIF1AN",1475,1016,1357,1061,3686,1498,1700,1446
"NDUFB8|NDUFB8",1356,1735,1834,1852,2511,1411,1192,1016
"BLOC1S2|BLOC1S2",346,268,374,288,569,360,416,401
"ABCG2|ABCG2",3202,1565,2301,1535,6604,2864,3212,3005
"PKD2L1|PKD2L1",95,60,33,25,140,59,60,44
"LOC112532676|LOC112532676",31,0,6,10,70,16,51,30
"SEC31B|SEC31B",3823,2699,2417,1993,8199,2613,4993,3938
"WNT8B|WNT8B",404,198,190,86,826,233,278,194
"LOC107053670|LOC107053670",1536,3147,1458,1628,3315,1130,954,735
"LOC101749984|LOC101749984",61,4,0,0,35,12,33,22
"ALOX5|ALOX5",167,74,98,67,329,114,89,75
"MARCH8|MARCH8",647,389,602,375,1157,590,839,640
"LOC107053667|LOC107053667",84,118,89,41,425,65,337,603
"CYP2C23b|CYP2C23b",2901,4478,8012,2362,14185,6933,16187,17049
"LOC107053668|LOC107053668",35,30,28,8,54,17,68,102
"CYP2C23a|CYP2C23a",12315,12406,24784,7707,51948,16782,32496,53176
"WASHC2C|WASHC2C",3518,2130,2973,2015,6827,2371,2987,3117
"ZFAND4|ZFAND4",349,166,143,133,432,168,231,252
"NPY4R|NPY4R",26,9,0,2,15,17,29,13
"ZNF488|ZNF488",18,10,9,0,25,23,10,8
"ANTXRL|ANTXRL",321,171,250,156,583,206,201,207
"GDF2|GDF2",88,51,98,50,205,84,83,98
"FRMPD2|FRMPD2",76,50,58,24,508,133,187,379
"MAPK8|MAPK8",362,313,266,215,977,326,288,412
"ARHGAP22|ARHGAP22",211,198,127,92,439,119,167,276
"VSTM4|VSTM4",21,18,27,13,64,68,28,27
"C10orf128|C10orf128",144,57,133,114,243,167,137,142
"ANKRD22|ANKRD22",13,59,63,16,12,94,36,51
"CXCL12|CXCL12",1043,874,1632,648,2992,1165,1242,953
"STAMBPL1|STAMBPL1",42,46,43,57,69,98,39,54
"CH25H|CH25H",14,5,25,8,25,20,19,15
"LOC100858647|LOC100858647",93366,85255,120094,98248,200559,117128,109055,129774
"MSMB|MSMB",399,141,121,58,181,89,49,48
"FAS|FAS",374,187,265,270,585,564,577,595
"ACTA2|ACTA2",1643,1849,1606,992,2453,1274,1054,1091
"IFIT5|IFIT5",419,613,328,148,721,1686,583,829
"LIPA|LIPA",2585,1718,2745,1539,6220,3351,2341,3012
"RPP30|RPP30",167,136,125,154,306,191,185,198
"PANK1|PANK1",3240,2656,3193,2575,9521,4088,8124,4805
"KIF20B|KIF20B",119,103,117,76,339,123,198,177
"HECTD2|HECTD2",177,256,93,139,199,131,136,162
"PPP1R3C|PPP1R3C",5076,5146,3966,3561,10635,4478,1208,1559
"TNKS2|TNKS2",874,410,711,192,1656,614,668,843
"KIF20BL|KIF20BL",42,67,32,55,96,39,69,66
"TBC1D12|TBC1D12",1022,824,891,655,2023,880,1051,881
"SLC35G1|SLC35G1",179,117,126,102,312,160,107,181
"NOC3L|NOC3L",564,391,624,366,1127,388,428,529
"PLCE1|PLCE1",55,43,42,31,111,30,60,31
"LGI1|LGI1",31,20,21,27,74,23,16,45
"FRA10AC1|FRA10AC1",305,250,206,129,406,274,370,420
"PDE6C|PDE6C",9,14,4,0,27,0,19,11
"EXOC6|EXOC6",317,157,192,117,541,258,227,266
"KIF11|KIF11",109,31,35,17,151,62,47,44
"LOC107053706|LOC107053706",70,0,34,0,92,49,45,54
"HHEX|HHEX",2504,3049,3113,2815,5589,2702,1030,1327
"IDE|IDE",1159,674,1080,524,2061,889,725,1070
"MARCH5|MARCH5",1480,1189,1527,1131,2869,1599,1702,1655
"BTAF1|BTAF1",1367,795,1040,477,2299,765,901,1099
"LOC107053702|LOC107053702",13,25,15,17,13,16,9,9
"MYOF|MYOF",25,5,42,13,58,70,22,24
"RBP4A|RBP4A",78878,47192,77024,61301,124756,88095,113372,118670
"DUSP11RC1I|DUSP11RC1I",539,437,373,309,1081,456,628,472
"CCNJ|CCNJ",191,59,101,87,307,112,76,131
"ADGRA1L|ADGRA1L",83,32,62,37,167,68,62,46
"ENTPD1|ENTPD1",237,100,135,64,393,204,160,159
"CPN1|CPN1",1076,900,1385,1194,2345,1765,1319,1131
"DNMBP|DNMBP",650,504,505,379,1571,553,572,529
"ABCC2|ABCC2",5351,4086,5591,3352,15457,4038,3397,4070
"CUTC|CUTC",568,729,568,631,1253,499,548,662
"ATP6V0E2|ATP6V0E2",89,126,77,153,196,131,131,88
"ENTPD7|ENTPD7",375,251,341,273,526,150,229,127
"SLC25A28|SLC25A28",1360,1602,1197,1624,2881,993,1041,892
"CNNM1|CNNM1",41,44,71,23,183,71,43,43
"HPS1|HPS1",408,606,432,570,934,380,374,142
"GOT1|GOT1",5166,4019,5617,4593,10713,5027,2831,3315
"LOXL4|LOXL4",80,381,61,274,485,139,401,9
"R3HCC1L|R3HCC1L",184,281,192,212,497,220,180,119
"CRTAC1|CRTAC1",10,48,11,46,137,29,74,0
"MARVELD1|MARVELD1",205,159,226,165,388,131,144,145
"AVPI1|AVPI1",36,80,68,63,77,86,35,11
"PI4K2A|PI4K2A",786,557,672,680,1720,651,1070,517
"HOGA1|HOGA1",85,89,61,77,94,26,53,32
"ANKRD2|ANKRD2",19,32,9,9,39,17,8,17
"UBTD1|UBTD1",113,227,158,186,273,134,97,88
"ZDHHC16|ZDHHC16",286,351,294,367,587,364,344,247
"EXOSC1|EXOSC1",140,149,150,137,160,122,115,86
"ARHGAP19|ARHGAP19",30,30,20,20,21,18,19,0
"LCOR|LCOR",325,172,213,76,508,195,280,244
"PGAM1|PGAM1",13705,15757,20263,14921,27654,9493,8046,6853
"RRP12|RRP12",766,846,972,792,1549,418,506,348
"LDB1|LDB1",323,196,338,96,652,271,240,221
"PROM1L|PROM1L",582,769,472,591,1872,682,927,310
"HPS6|HPS6",737,930,1470,836,1882,876,621,660
"C6H10orf76|C6H10orf76",897,568,993,709,1775,690,762,776
"KCNIP2|KCNIP2",14,44,19,38,46,25,0,14
"MGEA5|MGEA5",1669,948,754,658,2617,1338,2074,2109
"FBXW4|FBXW4",1065,1115,1278,1026,2157,1009,1136,722
"DPCD|DPCD",77,54,42,40,73,66,78,63
"SFXN3|SFXN3",119,127,144,81,245,81,107,81
"LZTS2|LZTS2",89,72,57,54,162,62,55,45
"BTRC|BTRC",767,486,484,321,1495,582,523,729
"SEMA4G|SEMA4G",2006,1776,1082,1518,3215,1686,1291,1350
"TWNK|TWNK",429,687,913,565,1040,421,278,272
"MRPL43|MRPL43",269,306,344,317,486,725,224,178
"SLF2|SLF2",660,435,403,341,1208,445,423,543
"MFSD13A|MFSD13A",670,523,663,398,1302,604,1023,643
"ACTR1A|ACTR1A",1336,763,1357,457,3432,1418,1412,1224
"SUFU|SUFU",1750,1434,1517,1627,3836,946,894,1222
"LOC107053691|LOC107053691",140,116,71,15,247,392,61,81
"TRIM8|TRIM8",391,615,514,359,1070,500,466,304
"ARL3|ARL3",308,252,359,160,697,287,307,264
"SFXN2|SFXN2",937,983,951,944,1981,711,757,572
"CYP17A1|CYP17A1",7,13,53,0,54,21,0,17
"WBP1L|WBP1L",1599,1502,1685,1534,4090,1636,1617,1523
"BORCS7|BORCS7",295,308,291,327,624,294,279,223
"AS3MT|AS3MT",1335,1557,1456,1854,2108,1046,1066,867
"CNNM2|CNNM2",655,382,576,292,1274,408,263,348
"CALHM2|CALHM2",12,6,21,9,27,13,18,9
"PDCD11|PDCD11",611,457,667,276,1045,249,239,298
"PCGF6|PCGF6",566,365,458,461,967,433,387,517
"TAF5|TAF5",486,329,383,313,696,380,414,375
"USMG5|USMG5",1802,2088,1939,2747,2878,1798,1767,1755
"STN1|STN1",102,104,132,62,305,130,177,133
"NEURL1|NEURL1",216,119,106,81,303,150,89,121
"SH3PXD2A|SH3PXD2A",32,14,11,10,31,14,9,18
"COL17A1|COL17A1",21,12,28,0,24,48,21,56
"SFR1|SFR1",18,33,22,4,26,38,10,13
"SLK|SLK",960,581,723,433,1882,688,828,783
"ITPRIP|ITPRIP",300,170,221,117,590,276,192,284
"GSTO1|GSTO1",941,607,689,482,1115,1095,635,1173
"XPNPEP1|XPNPEP1",1164,736,1450,809,1888,766,735,679
"ADD3|ADD3",914,410,795,275,1605,816,767,950
"MXI1|MXI1",473,301,434,262,886,434,477,488
"DUSP5|DUSP5",29,27,21,11,18,25,27,17
"SMC3|SMC3",1416,1066,1170,792,2688,999,1123,1167
"LOC423893|LOC423893",19,12,10,16,57,16,19,20
"PDCD4|PDCD4",1046,704,754,706,2194,1814,1759,2350
"ADRA2A|ADRA2A",13,9,21,8,14,12,15,7
"SHOC2|SHOC2",1317,753,1186,629,1899,1443,1888,1691
"LOC101749898|LOC101749898",2760,2904,3901,1486,10953,3720,7444,11350
"LOC112532655|LOC112532655",17,4,11,7,24,7,27,18
"GPAM|GPAM",42949,38086,32889,22023,87058,18220,14831,27414
"TCF7L2|TCF7L2",560,541,396,399,885,379,476,326
"ZDHHC6|ZDHHC6",2271,1799,2308,1838,3996,2495,2529,2057
"VTI1A|VTI1A",481,361,521,449,1002,431,549,464
"ACSL5|ACSL5",18204,16389,26815,16229,44271,14296,7373,14741
"CASP7|CASP7",796,420,612,391,1504,843,829,881
"DCLRE1A|DCLRE1A",378,279,366,258,614,199,219,254
"NHLRC2|NHLRC2",910,591,480,383,1676,840,752,1012
"ADRB1|ADRB1",191,73,58,179,160,66,20,43
"CCDC186|CCDC186",737,480,575,371,1488,586,771,778
"TDRD1|TDRD1",16,13,8,24,31,0,24,31
"AFAP1L2|AFAP1L2",278,208,353,134,619,211,215,194
"HABP2|HABP2",28187,15750,24637,18304,57910,27934,22305,33191
"NRAP|NRAP",651,530,426,682,1236,518,503,501
"ABLIM1|ABLIM1",614,136,266,59,1205,315,298,568
"FAM160B1|FAM160B1",1350,783,1391,754,3166,1331,1328,1508
"GFRA1|GFRA1",46,10,38,13,77,38,41,44
"HSPA12A|HSPA12A",25,6,39,23,78,55,23,25
"SHTN1|SHTN1",1102,716,960,523,2350,1110,1199,719
"LOC107053729|LOC107053729",11,12,7,12,36,9,6,21
"PDZD8|PDZD8",742,558,916,482,1583,645,764,681
"RAB11FIP2|RAB11FIP2",1364,906,1122,708,2577,1123,1124,1165
"FAM204A|FAM204A",583,710,705,763,1211,611,757,658
"CACUL1|CACUL1",488,344,516,289,971,521,481,466
"NANOS1|NANOS1",12,4,8,9,10,23,14,0
"EIF3A|EIF3A",4530,2345,3955,2124,9179,3436,5240,5129
"FAM45A|FAM45A",388,200,333,289,824,420,581,551
"SFXN4|SFXN4",434,301,347,230,649,326,463,468
"PRDX3|PRDX3",6333,7124,7934,7597,13114,7435,6822,5473
"GRK5|GRK5",2006,1383,1618,1011,5106,1614,2454,2232
"BAG3|BAG3",379,320,549,368,648,397,782,262
"TIAL1|TIAL1",742,579,777,712,1857,810,988,1089
"RGS10|RGS10",606,611,504,251,684,533,546,338
"LOC101749495|LOC101749495",45,75,28,64,110,41,74,79
"INPP5F|INPP5F",199,143,172,173,457,340,466,481
"MCMBP|MCMBP",1180,728,1110,755,2082,997,814,937
"SEC23IP|SEC23IP",1421,718,1194,635,2540,924,1026,1087
"WDR11|WDR11",966,559,778,500,1758,645,648,782
"FGFR2|FGFR2",1015,428,858,437,2232,856,760,650
"ATE1|ATE1",1507,934,1242,760,2761,1372,1496,1640
"NSMCE4A|NSMCE4A",298,202,248,225,370,316,279,279
"TACC2|TACC2",87,57,110,43,165,127,56,55
"PLEKHA1|PLEKHA1",956,578,681,422,1689,732,797,834
"LOC101750892|LOC101750892",56,111,112,24,57,71,12,13
"PSTK|PSTK",66,97,51,93,102,82,92,54
"IKZF5|IKZF5",613,450,520,266,1245,511,621,596
"ACADSB|ACADSB",2117,1656,2487,1423,5673,2246,2371,3068
"BUB3|BUB3",843,535,909,528,1717,862,765,787
"CPXM2|CPXM2",155,57,177,108,407,208,103,219
"CHST15|CHST15",504,121,359,205,802,426,221,339
"OAT|OAT",5203,3643,4119,3474,13891,5393,5214,3909
"LHPP|LHPP",502,472,546,587,1041,520,600,498
"LOC112532711|LOC112532711",55,35,29,15,136,22,44,39
"FAM53B|FAM53B",533,387,395,408,1144,499,560,454
"METTL10|METTL10",162,65,183,136,256,212,158,149
"FAM175B|FAM175B",621,485,601,375,1222,432,588,607
"CTBP2|CTBP2",24,13,27,0,43,35,10,13
"ZRANB1|ZRANB1",771,599,840,476,1826,685,710,710
"EDRF1|EDRF1",761,379,560,322,1604,579,586,758
"UROS|UROS",123,71,111,90,195,81,120,115
"BCCIP|BCCIP",600,580,915,589,999,531,504,525
"ADAM12|ADAM12",67,29,94,39,301,77,98,122
"C6H10ORF90|C6H10ORF90",1106,623,1087,691,2722,1180,1338,1332
"DOCK1|DOCK1",1234,721,965,366,2388,951,796,934
"PTPRE|PTPRE",148,82,79,82,279,174,102,180
"MKI67|MKI67",197,126,102,98,370,174,95,158
"MGMT|MGMT",728,417,631,550,1233,563,731,566
"LOC107053752|LOC107053752",27,7,15,7,44,8,39,14
"LOC101749423|LOC101749423",13,0,11,4,56,29,58,17
"LOC423967|LOC423967",1066,843,1058,652,2064,1021,965,1062
"GLRX3|GLRX3",1014,1039,1458,1247,2037,1001,1057,932
"PPP2R2D|PPP2R2D",1030,688,926,496,1945,795,896,947
"STK32C|STK32C",24,14,31,7,24,21,12,23
"PWWP2B|PWWP2B",191,143,217,236,422,200,183,173
"INPP5A|INPP5A",412,313,411,251,816,399,449,418
"OPNVA|OPNVA",19,0,6,0,17,11,22,17
"TCTN3|TCTN3",917,930,684,770,1842,713,962,1037
"ALDH18A1|ALDH18A1",1873,1752,2141,1234,5110,1351,943,1421
"NEMP2|NEMP2",235,131,224,118,372,136,172,139
"NAB1|NAB1",805,573,985,455,1954,803,1037,840
"MFSD6|MFSD6",891,727,690,628,1889,884,1158,909
"C2orf88|C2orf88",27,42,122,21,61,77,35,18
"LOC107053795|LOC107053795",26,15,6,15,58,19,39,29
"HIBCH|HIBCH",6479,4198,6105,4617,12445,5522,5440,5984
"LOC112532753|LOC112532753",11,13,0,4,12,5,24,14
"PMS1|PMS1",493,390,411,315,1145,504,547,505
"ORMDL1|ORMDL1",1445,1425,1283,1463,3565,1485,1279,1267
"OSGEPL1|OSGEPL1",350,393,452,332,798,336,412,405
"ASNSD1|ASNSD1",532,424,572,350,1155,653,522,577
"WDR75|WDR75",696,601,830,579,1227,452,499,542
"SLC40A1|SLC40A1",13663,6942,10304,6329,26678,12250,10795,13084
"LOC112532755|LOC112532755",168,34,95,15,295,105,98,97
"CALCRL|CALCRL",100,13,55,0,182,93,44,81
"COL3A1|COL3A1",2351,898,2084,789,4306,1919,1513,1235
"FAM171B|FAM171B",9,0,13,7,14,14,32,15
"LOC107056600|LOC107056600",436,424,490,278,784,309,243,299
"NCKAP1|NCKAP1",3493,2025,3818,1469,8255,2714,2617,3126
"FRZB|FRZB",1079,570,1185,782,1893,1648,1758,1191
"KANSL1L|KANSL1L",430,316,291,178,874,286,440,434
"RPE|RPE",1365,1622,1497,1649,2520,1270,1341,1059
"LOC112532842|LOC112532842",18,12,0,0,60,12,4,25
"CPS1|CPS1",109,68,71,60,138,235,254,123
"LANCL1|LANCL1",768,622,713,562,1600,636,808,474
"IKZF2|IKZF2",132,90,65,51,170,92,99,100
"BARD1|BARD1",8,39,30,6,41,0,12,19
"ACADL|ACADL",18004,12360,18434,14581,40895,14394,15252,13272
"ATIC|ATIC",37999,31569,33939,29529,135349,73324,97911,55462
"FN1|FN1",13055,8832,13973,5895,32986,8300,15669,9970
"MT|MT",2246,2130,2918,3002,5126,2831,2491,1490
"RAMP1|RAMP1",26,20,6,10,19,22,17,7
"UBE2F|UBE2F",686,609,731,692,1478,778,787,728
"LOC107048987|LOC107048987",2175,2335,2962,3146,5707,2881,2064,2490
"RAB17|RAB17",198,138,154,195,464,220,244,202
"MLPH|MLPH",0,11,58,0,92,57,37,11
"LRRFIP1|LRRFIP1",1897,819,1368,772,4151,1554,1623,1786
"COL6A3|COL6A3",142,62,161,52,215,146,115,69
"ACKR3|ACKR3",92,51,108,64,109,86,50,66
"SH3BP4|SH3BP4",2546,1802,2626,1288,6437,2211,3015,1848
"SPP2|SPP2",29062,26273,36180,35261,58900,35708,29049,48262
"TRAF3IP1|TRAF3IP1",208,216,203,160,315,156,192,155
"ASB1|ASB1",746,554,629,482,1643,643,927,801
"USP40|USP40",1775,1046,1209,944,3688,1393,1231,1818
"LOC101750052|LOC101750052",340,199,389,84,1108,305,124,305
"LOC112532832|LOC112532832",534,226,477,184,1255,475,394,566
"LOC101749599|LOC101749599",949,266,650,282,1486,526,622,824
"HDAC4|HDAC4",813,426,530,463,1574,489,1041,680
"AHR2|AHR2",523,137,391,249,908,202,444,204
"AHR1B|AHR1B",58,123,48,61,151,66,68,199
"NDUFA10|NDUFA10",5034,4228,5392,4778,9724,4083,3978,3834
"COL6A1|COL6A1",890,459,904,418,1677,648,540,349
"COL18A1|COL18A1",3615,2255,2165,1486,8477,2845,3877,3847
"LOC112532781|LOC112532781",234,238,99,105,385,173,286,426
"SLC19A1|SLC19A1",1877,1894,1664,1715,4918,2005,1471,1585
"FTCD|FTCD",7841,8441,7033,7419,14484,5258,5637,5269
"YBEY|YBEY",1028,815,1378,694,2663,1002,1176,1119
"MCM3AP|MCM3AP",1703,1090,1294,772,3280,1187,1377,1673
"POFUT2|POFUT2",273,2,24,0,19,44,68,25
"LSS|LSS",4892,4638,7709,5710,12675,2918,2494,4356
"DIP2A|DIP2A",1070,681,794,454,2217,743,849,980
"KMO|KMO",4759,3358,2997,2871,10667,4883,6393,5625
"ITGB2|ITGB2",1475,659,830,663,2060,1235,1078,1104
"FAM207A|FAM207A",393,519,503,546,920,469,557,336
"ADARB1|ADARB1",146,65,124,34,320,103,110,136
"LOC101747789|LOC101747789",17,13,23,10,30,31,20,16
"GLS|GLS",891,336,438,285,1315,676,433,642
"STAT4|STAT4",138,58,133,25,156,133,123,100
"STAT1|STAT1",2661,2044,1911,1121,4588,2815,2107,1949
"MYO1B|MYO1B",12011,7419,8915,6627,24052,7026,7429,8522
"LOC101748384|LOC101748384",107,39,69,38,159,43,35,40
"NABP1|NABP1",2184,2038,1954,1978,5269,1340,996,1186
"SDPR|SDPR",986,629,1006,441,1721,810,693,560
"SLC39A10|SLC39A10",278,114,120,85,426,233,167,376
"DNAH7|DNAH7",92,35,80,63,171,133,92,115
"STK17B|STK17B",438,234,244,176,526,385,313,346
"HECW2|HECW2",123,53,59,66,332,70,69,94
"GTF3C3|GTF3C3",347,274,314,141,831,344,390,412
"PGAP1|PGAP1",130,42,131,49,247,187,121,73
"ANKRD44|ANKRD44",971,336,524,328,1102,684,689,672
"RFTN2|RFTN2",99,38,112,51,163,92,84,93
"MOB4|MOB4",995,816,1078,774,1899,961,919,997
"PLCL1|PLCL1",26,9,13,10,21,18,22,12
"C7H2ORF69|C7H2ORF69",200,145,172,119,340,156,145,117
"LOC112532814|LOC112532814",13,0,12,10,39,13,24,24
"HSPE1|HSPE1",5792,5091,5983,6821,8709,6030,4708,4437
"HSPD1|HSPD1",12576,7151,12551,7765,24300,9075,8765,7132
"TYW5|TYW5",135,147,145,160,234,171,157,127
"C7H2ORF47|C7H2ORF47",1238,1042,1467,1227,2296,1467,1017,1050
"AOX2|AOX2",17,23,10,10,17,43,14,4
"SPATS2L|SPATS2L",4563,3048,4131,2661,8524,4011,4333,5127
"KCTD18|KCTD18",168,91,156,97,205,101,159,138
"SGO2|SGO2",56,30,20,48,161,78,104,73
"PPIL3|PPIL3",107,148,123,93,251,112,170,129
"ORC2|ORC2",50,37,59,45,95,49,60,45
"BZW1|BZW1",7863,6689,10993,5154,18590,8624,6459,7100
"LOC112532833|LOC112532833",1747,3789,2791,3201,4064,2216,2193,1459
"CLK1|CLK1",744,755,522,640,1244,521,827,613
"FAM126B|FAM126B",1303,1099,833,700,2542,1217,1268,1364
"NDUFB3|NDUFB3",946,1312,920,1446,1698,1095,1240,1147
"TMEM237|TMEM237",503,361,461,269,814,367,389,413
"CFLAR|CFLAR",886,715,692,318,1668,1056,1106,1201
"CASP8|CASP8",389,275,368,296,557,300,290,294
"TRAK2|TRAK2",613,199,580,337,1297,460,568,591
"CASP10|CASP10",432,230,451,445,911,373,483,324
"STRADB|STRADB",856,554,873,508,1628,777,830,779
"ALS2|ALS2",1087,723,798,396,1770,526,659,898
"MPP4|MPP4",170,131,57,125,265,93,94,122
"SUMO1|SUMO1",2369,1813,2670,2080,4825,2227,2733,2359
"NOP58|NOP58",882,564,1103,549,1305,650,782,798
"WDR12|WDR12",615,409,772,415,1171,471,442,424
"FAM117B|FAM117B",1308,1002,1138,1214,2417,2103,1818,1906
"BMPR2|BMPR2",1945,1569,1887,1318,4492,2142,2141,2035
"LOC101748063|LOC101748063",46,4,25,8,84,60,75,102
"CARF|CARF",295,208,131,183,412,176,257,214
"METTL21A|METTL21A",334,374,450,372,838,327,612,319
"PLEKHM3|PLEKHM3",328,308,260,210,963,383,492,442
"FZD5|FZD5",4034,3980,5049,3329,10726,3897,2773,2548
"CCNYL1|CCNYL1",1987,1876,2824,1575,5951,1932,1799,1887
